ID,label,node,value
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,DT General Information,Use case,Interference mitigation in WiFi networks via transmit power control using a digital twin architecture enabling real-time monitoring and management with Q-learning based control.
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Data Services,Asynchronous integration,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Data Services,Data aggregation,Interference indicator (ϕ) calculated by aggregating signal and interference weights from multiple AP-client edges
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Data Services,Data type,"Interference data, network topology data, transmit power levels, client and AP signal strength data"
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Data Services,Data format,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Data Services,Data integration,Agent programs on APs collect interference-related data without wireless overhead; data integrated in Brain Layer for Q-learning based TPC
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Data Services,Data outputs,Transmit power configuration commands for APs
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Data Services,Data pipeline,Agent programs on APs gather interference data → data sent to Brain Layer → Q-learning algorithm processes data → transmit power decisions sent back to APs
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Data Services,Data processing,"Calculation of interference indicator (ϕ), Q-learning based optimization, continuous learning and adaptation"
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Data Services,Data source,Agent programs on Access Points (APs) collecting interference and signal strength data
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Data Services,Data Storage,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Data Services,Data archive services,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Data Services,Data streaming,Real-time bidirectional communication between physical APs and digital twin Brain Layer
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Data Services,Data transformation,Conversion of signal and interference weights from dBm to mW and back for interference indicator calculation
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Data Services,DT model repository,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Data Services,DT instance repository,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Data Services,Real-time processing,Supported via agent programs on APs and Q-learning in Brain Layer enabling real-time monitoring and control
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Data Services,Sensor,Access Points (APs) acting as sensors measuring signal strength and interference
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Data Services,Sensor metadata,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Data Services,Simulation model repository,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Data Services,Synthetic data generation,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Data Services,Temporal data store,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Integration,API services,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Integration,Digital Twin federation,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Integration,Interoperability,IEEE 802.11ax and IEEE 802.11be standards referenced for spatial reuse and multi-AP coordination
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Integration,Network architecture,Physical layer with APs running agent programs; Brain Layer running Q-learning based TPC; bidirectional real-time communication between layers
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Integration,Ontology,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Integration,Collaboration platform integration,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Integration,Enterprise system integration,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Integration,OT/IoT system integration,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Intelligence,AI model repository,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Intelligence,AI models,Q-learning based Transmit Power Control (TPC)
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Intelligence,Alerts & notifications,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Intelligence,Analytical model,Q-learning reinforcement learning model for TPC
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Intelligence,Cloud node,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Intelligence,Compute resources for data analysis,CPU resources on Brain Layer; APs have limited computational resources
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Intelligence,Distributed ledger & smart contracts,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Intelligence,Edge AI & intelligence,Agent programs on APs perform local data gathering; Q-learning runs centrally in Brain Layer
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Intelligence,Edge node,Access Points (APs) running agent programs in physical layer
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Intelligence,Mathematical models,Signal-to-interference-plus-noise ratio (SINR) and interference indicator (ϕ) calculations
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Intelligence,Model performance metrics,"Total interference, throughput"
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Intelligence,Prediction,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Intelligence,Prescriptive recommendations,Transmit power settings for APs to minimize interference
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Intelligence,Simulation models,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Intelligence,Federated learning,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Management,Actuator configuration,Transmit power control commands sent to APs; actuators are the transmit power settings on AP radios; integration via bidirectional communication; no specific protocols named
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Management,Compliance indicator,Performance metrics such as throughput and total interference used to evaluate compliance
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Management,Device management,Agent programs deployed on APs manage data collection and control; no further device management details
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Management,Event logging,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Management,I/O performance metrics,Not explicitly mentioned; CPU consumption evaluated in experiments
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Management,System monitoring,Real-time monitoring enabled by digital twin architecture and agent programs on APs
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Management,Command and control,Bidirectional real-time communication between Brain Layer and APs for transmit power control
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Management,Orchestration,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Trustworthiness,Data encryption,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Trustworthiness,Privacy,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Trustworthiness,Reliability,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Trustworthiness,Resilience,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,Trustworthiness,Security,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,User Experience,3D Rendering,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,User Experience,Advanced visualization,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,User Experience,Augmented reality,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,User Experience,Dashboards,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,User Experience,Entity Relationship Visualization,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,User Experience,Gamification,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,User Experience,Gaming engine visualization,Not available
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,User Experience,Real-time monitoring,Enabled via digital twin architecture with agent programs on APs and Brain Layer
EAI Endorsed Transactions on Industrial Networks and Intelligent Systems,User Experience,Virtual reality,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Paper Metadata,Paper title,Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Paper Metadata,Paper DOI,10.1038/s41598-023-37774-x
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Paper Metadata,Paper abstract,"Distortion of dentition may occur in cone-beam computed tomography (CBCT) scans due to artifacts, and further imaging is frequently required to produce digital twins. The use of a plaster model is common; however, it has certain drawbacks. This study aimed to assess the feasibility of different digital dentition models over that of plaster casts. Plaster models, alginate impressions, intraoral scan (IOS) images, and CBCT images of 20 patients were obtained. The desktop model scanner was used to scan the alginate impression twice, five minutes and two hours after impression-making. Using an IOS, the full arch was scanned in segments using CS 3600 and simultaneously with i700 wireless. The digital twins obtained from the alginate impression and IOS were superimposed with those obtained from the plaster cast. The differences and distances at each reference point were measured. Scans of alginate impressions after two hours showed the greatest discrepancies, but these were all less than the CBCT voxel size of 0.39 mm. Alginate impression scans and IOS are suitable supplements to CBCT compared to the plaster model. Accuracy can be improved by scanning the alginate impression within five minutes or by intraoral scanning of the entire arch with segmentation."
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,DT General Information,Biomodels link,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,DT General Information,DT performance metrics,"Coordinate differences at reference points, distance discrepancies, voxel size (0.39 mm)"
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,DT General Information,DT readiness scale,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,DT General Information,FAIR sharing link,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,DT General Information,Scientific domain,Life Sciences
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,DT General Information,Stage of DT development,TRL 4 (Technology validated in lab environment) [inferred from clinical study and retrospective analysis]
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,DT General Information,Type of Digital Twin,Digital twin
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,DT General Information,Use case,"Improving accuracy of dental digital twins by combining CBCT imaging with supplementary dentition models (plaster casts, alginate impressions, intraoral scans) to support virtual surgical planning and treatment outcome prediction."
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Data Services,Asynchronous integration,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Data Services,Data aggregation,Superimposition and merging of segmented intraoral scans using Geomagic Freeform Plus; statistical aggregation using SPSS
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Data Services,Data type,"3D dental imaging data, CBCT images, plaster model scans, alginate impression scans, intraoral scan images"
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Data Services,Data format,"STL (Standard Tessellation Language) for dental scans, DICOM for CBCT images"
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Data Services,Data integration,Semi-automatic merging of STL dentition scans with DICOM CBCT images using R2GATE™ software
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Data Services,Data outputs,Merged 3D digital twin models in STL format representing combined dentition and CBCT data
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Data Services,Data pipeline,"Data acquisition (CBCT, plaster model scan, alginate impression scan, IOS) → scanning (desktop model scanner, IOS devices) → data conversion (DICOM, STL) → segmentation and merging (Geomagic Freeform Plus, R2GATE™) → statistical analysis (SPSS)"
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Data Services,Data processing,"Cutting excess impression material, rinsing and drying impressions, segmentation of IOS scans, semi-automatic merging, coordinate extraction, statistical analysis"
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Data Services,Data source,"CBCT scanner (Alphard 3030), desktop model scanner (Freedom UHD), intraoral scanners (CS 3600, i700 wireless), plaster models, alginate impressions"
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Data Services,Data Storage,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Data Services,Data archive services,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Data Services,Data streaming,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Data Services,Data transformation,Conversion of CBCT images to DICOM format; conversion of scanned models to STL format; segmentation and stitching of IOS scans
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Data Services,DT model repository,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Data Services,DT instance repository,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Data Services,Real-time processing,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Data Services,Sensor,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Data Services,Sensor metadata,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Data Services,Simulation model repository,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Data Services,Synthetic data generation,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Data Services,Temporal data store,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Integration,API services,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Integration,Digital Twin federation,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Integration,Interoperability,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Integration,Network architecture,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Integration,Ontology,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Integration,Collaboration platform integration,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Integration,Enterprise system integration,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Integration,OT/IoT system integration,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Intelligence,AI model repository,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Intelligence,AI models,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Intelligence,Alerts & notifications,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Intelligence,Analytical model,"Statistical analysis using SPSS (ANOVA, Tukey's post-hoc test)"
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Intelligence,Cloud node,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Intelligence,Compute resources for data analysis,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Intelligence,Distributed ledger & smart contracts,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Intelligence,Edge AI & intelligence,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Intelligence,Edge node,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Intelligence,Mathematical models,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Intelligence,Model performance metrics,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Intelligence,Prediction,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Intelligence,Prescriptive recommendations,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Intelligence,Simulation models,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Intelligence,Federated learning,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Management,Actuator configuration,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Management,Compliance indicator,"Coordinate accuracy, synchronization of dentition scans with CBCT, measurement of discrepancies at reference points"
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Management,Device management,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Management,Event logging,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Management,I/O performance metrics,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Management,System monitoring,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Management,Command and control,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Management,Orchestration,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Trustworthiness,Data encryption,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Trustworthiness,Privacy,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Trustworthiness,Reliability,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Trustworthiness,Resilience,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,Trustworthiness,Security,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,User Experience,3D Rendering,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,User Experience,Advanced visualization,Geomagic Freeform Plus used for 3D segmentation and merging of dental scans
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,User Experience,Augmented reality,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,User Experience,Dashboards,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,User Experience,Entity Relationship Visualization,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,User Experience,Gamification,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,User Experience,Gaming engine visualization,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,User Experience,Real-time monitoring,Not available
Effectiveness of creating digital twins with different digital dentition models and cone-beam computed tomography,User Experience,Virtual reality,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Paper Metadata,Paper title,Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Paper Metadata,Paper DOI,10.4097/kja.24874
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,DT General Information,Biomodels link,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,DT General Information,DT readiness scale,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,DT General Information,FAIR sharing link,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,DT General Information,Scientific domain,Health
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,DT General Information,Stage of DT development,Clinical trial / Pilot study
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,DT General Information,Type of Digital Twin,Virtual reality digital twin
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,DT General Information,Use case,Preoperative education to reduce anxiety and improve compliance in pediatric patients undergoing anesthesia induction using immersive 3D VR digital twin of the operating theatre
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Data Services,Asynchronous integration,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Data Services,Data integration,Not explicitly mentioned; inferred integration of VR interaction data with clinical behavioral assessments
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Data Services,Data Storage,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Data Services,Data archive services,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Data Services,Data streaming,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Data Services,Data transformation,Not explicitly mentioned; inferred transformation includes scoring and aggregation of behavioral data
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Data Services,DT model repository,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Data Services,DT instance repository,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Data Services,Real-time processing,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Data Services,Sensor metadata,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Data Services,Simulation model repository,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Data Services,Synthetic data generation,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Data Services,Temporal data store,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Integration,API services,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Integration,Digital Twin federation,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Integration,Interoperability,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Integration,Network architecture,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Integration,Ontology,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Integration,Collaboration platform integration,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Integration,Enterprise system integration,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Integration,OT/IoT system integration,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Intelligence,AI model repository,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Intelligence,AI models,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Intelligence,Alerts & notifications,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Intelligence,Cloud node,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Intelligence,Compute resources for data analysis,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Intelligence,Distributed ledger & smart contracts,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Intelligence,Edge AI & intelligence,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Intelligence,Edge node,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Intelligence,Mathematical models,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Intelligence,Model performance metrics,mYPAS score range 23.33 to 100; ICC and PBRS scores (no numeric values provided)
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Intelligence,Prediction,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Intelligence,Prescriptive recommendations,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Intelligence,Simulation models,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Intelligence,Federated learning,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Management,Actuator configuration,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Management,Device management,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Management,Event logging,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Management,I/O performance metrics,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Management,System monitoring,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Management,Command and control,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Management,Orchestration,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Trustworthiness,Data encryption,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Trustworthiness,Privacy,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Trustworthiness,Reliability,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Trustworthiness,Resilience,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,Trustworthiness,Security,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,User Experience,3D Rendering,3D rendering of operating theatre environment using Meta Quest 2 VR headset
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,User Experience,Advanced visualization,360° immersive virtual environment with animated characters and interactive OR devices
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,User Experience,Augmented reality,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,User Experience,Dashboards,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,User Experience,Entity Relationship Visualization,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,User Experience,Gamification,Health points reward system to encourage active participation
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,User Experience,Gaming engine Visualization,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,User Experience,Real-time monitoring,Not available
Effects of a virtual reality digital twin of the operating theatre on anxiety in pediatric surgery patients: a randomized controlled trial,User Experience,Virtual reality,Immersive VR experience using Meta Quest 2 headset with head tracking technology
Efficient Digital Twin Placement for Blockchain-Empowered Wireless Computing Power Network,Paper Metadata,Paper title,Efficient Digital Twin Placement for Blockchain-Empowered Wireless Computing Power Network
Efficient Digital Twin Placement for Blockchain-Empowered Wireless Computing Power Network,Paper Metadata,Paper DOI,10.32604/cmc.2024.052655
Efficient Digital Twin Placement for Blockchain-Empowered Wireless Computing Power Network,DT General Information,Biomodels link,Not available
Efficient Digital Twin Placement for Blockchain-Empowered Wireless Computing Power Network,DT General Information,DT readiness scale,Not available
Efficient Digital Twin Placement for Blockchain-Empowered Wireless Computing Power Network,DT General Information,FAIR sharing link,Not available
Efficient Digital Twin Placement for Blockchain-Empowered Wireless Computing Power Network,DT General Information,Scientific domain,Computer Science; Wireless Networks; Cyber-Physical Systems
Efficient Digital Twin Placement for Blockchain-Empowered Wireless Computing Power Network,DT General Information,Stage of DT development,Research and development (TRL 3-4 inferred)
Efficient Digital Twin Placement for Blockchain-Empowered Wireless Computing Power Network,DT General Information,Type of Digital Twin,Digital Twin
Efficient Digital Twin Placement for Blockchain-Empowered Wireless Computing Power Network,DT General Information,Use case,Optimizing placement of digital twins in blockchain-empowered Wireless Computing Power Networks to minimize synchronization latency and DT error for secure and efficient resource management.
Efficient Digital Twin Placement for Blockchain-Empowered Wireless Computing Power Network,Data Services,Asynchronous integration,Not available
Efficient Digital Twin Placement for Blockchain-Empowered Wireless Computing Power Network,Data Services,Data aggregation,Not available
Efficient Digital Twin Placement for Blockchain-Empowered Wireless Computing Power Network,Data Services,Data format,Not available
